theta,phi,obj_id,filename,occlusion_pct,view_avg_pct,view_std_pct
0,0,5,,0.494071,20.098814,39.951051
0,0,6,,100.0,20.098814,39.951051
0,0,7,,0.0,20.098814,39.951051
0,0,8,,0.0,20.098814,39.951051
0,0,9,,0.0,20.098814,39.951051
0,10,5,,0.396825,20.079365,39.960613
0,10,6,,100.0,20.079365,39.960613
0,10,7,,0.0,20.079365,39.960613
0,10,8,,0.0,20.079365,39.960613
0,10,9,,0.0,20.079365,39.960613
0,20,5,,0.594648,20.11893,39.941199
0,20,6,,100.0,20.11893,39.941199
0,20,7,,0.0,20.11893,39.941199
0,20,8,,0.0,20.11893,39.941199
0,20,9,,0.0,20.11893,39.941199
0,30,5,,0.397219,20.079444,39.960574
0,30,6,,100.0,20.079444,39.960574
0,30,7,,0.0,20.079444,39.960574
0,30,8,,0.0,20.079444,39.960574
0,30,9,,0.0,20.079444,39.960574
0,40,5,,0.598205,20.119641,39.940851
0,40,6,,100.0,20.119641,39.940851
0,40,7,,0.0,20.119641,39.940851
0,40,8,,0.0,20.119641,39.940851
0,40,9,,0.0,20.119641,39.940851
0,50,5,,0.39801,20.079602,39.960496
0,50,6,,100.0,20.079602,39.960496
0,50,7,,0.0,20.079602,39.960496
0,50,8,,0.0,20.079602,39.960496
0,50,9,,0.0,20.079602,39.960496
0,60,5,,0.399202,20.07984,39.960379
0,60,6,,100.0,20.07984,39.960379
0,60,7,,0.0,20.07984,39.960379
0,60,8,,0.0,20.07984,39.960379
0,60,9,,0.0,20.07984,39.960379
0,70,5,,0.497018,20.099404,39.950762
0,70,6,,100.0,20.099404,39.950762
0,70,7,,0.0,20.099404,39.950762
0,70,8,,0.0,20.099404,39.950762
0,70,9,,0.0,20.099404,39.950762
0,80,5,,0.398406,20.079681,39.960457
0,80,6,,100.0,20.079681,39.960457
0,80,7,,0.0,20.079681,39.960457
0,80,8,,0.0,20.079681,39.960457
0,80,9,,0.0,20.079681,39.960457
0,90,5,,0.497512,20.099502,39.950713
0,90,6,,100.0,20.099502,39.950713
0,90,7,,0.0,20.099502,39.950713
0,90,8,,0.0,20.099502,39.950713
0,90,9,,0.0,20.099502,39.950713
0,100,5,,0.497018,20.099404,39.950762
0,100,6,,100.0,20.099404,39.950762
0,100,7,,0.0,20.099404,39.950762
0,100,8,,0.0,20.099404,39.950762
0,100,9,,0.0,20.099404,39.950762
0,110,5,,0.496524,20.099305,39.95081
0,110,6,,100.0,20.099305,39.95081
0,110,7,,0.0,20.099305,39.95081
0,110,8,,0.0,20.099305,39.95081
0,110,9,,0.0,20.099305,39.95081
0,120,5,,0.399202,20.07984,39.960379
0,120,6,,100.0,20.07984,39.960379
0,120,7,,0.0,20.07984,39.960379
0,120,8,,0.0,20.07984,39.960379
0,120,9,,0.0,20.07984,39.960379
0,130,5,,0.594648,20.11893,39.941199
0,130,6,,100.0,20.11893,39.941199
0,130,7,,0.0,20.11893,39.941199
0,130,8,,0.0,20.11893,39.941199
0,130,9,,0.0,20.11893,39.941199
0,140,5,,0.496524,20.099305,39.95081
0,140,6,,100.0,20.099305,39.95081
0,140,7,,0.0,20.099305,39.95081
0,140,8,,0.0,20.099305,39.95081
0,140,9,,0.0,20.099305,39.95081
0,150,5,,0.395648,20.07913,39.960729
0,150,6,,100.0,20.07913,39.960729
0,150,7,,0.0,20.07913,39.960729
0,150,8,,0.0,20.07913,39.960729
0,150,9,,0.0,20.07913,39.960729
0,160,5,,0.49505,20.09901,39.950955
0,160,6,,100.0,20.09901,39.950955
0,160,7,,0.0,20.09901,39.950955
0,160,8,,0.0,20.09901,39.950955
0,160,9,,0.0,20.09901,39.950955
0,170,5,,0.496524,20.099305,39.95081
0,170,6,,100.0,20.099305,39.95081
0,170,7,,0.0,20.099305,39.95081
0,170,8,,0.0,20.099305,39.95081
0,170,9,,0.0,20.099305,39.95081
0,180,5,,0.596421,20.119284,39.941026
0,180,6,,100.0,20.119284,39.941026
0,180,7,,0.0,20.119284,39.941026
0,180,8,,0.0,20.119284,39.941026
0,180,9,,0.0,20.119284,39.941026
0,190,5,,0.497018,20.099404,39.950762
0,190,6,,100.0,20.099404,39.950762
0,190,7,,0.0,20.099404,39.950762
0,190,8,,0.0,20.099404,39.950762
0,190,9,,0.0,20.099404,39.950762
0,200,5,,0.497018,20.099404,39.950762
0,200,6,,100.0,20.099404,39.950762
0,200,7,,0.0,20.099404,39.950762
0,200,8,,0.0,20.099404,39.950762
0,200,9,,0.0,20.099404,39.950762
0,210,5,,0.399202,20.07984,39.960379
0,210,6,,100.0,20.07984,39.960379
0,210,7,,0.0,20.07984,39.960379
0,210,8,,0.0,20.07984,39.960379
0,210,9,,0.0,20.07984,39.960379
0,220,5,,0.497018,20.099404,39.950762
0,220,6,,100.0,20.099404,39.950762
0,220,7,,0.0,20.099404,39.950762
0,220,8,,0.0,20.099404,39.950762
0,220,9,,0.0,20.099404,39.950762
0,230,5,,0.493583,20.098717,39.951099
0,230,6,,100.0,20.098717,39.951099
0,230,7,,0.0,20.098717,39.951099
0,230,8,,0.0,20.098717,39.951099
0,230,9,,0.0,20.098717,39.951099
0,240,5,,0.592885,20.118577,39.941372
0,240,6,,100.0,20.118577,39.941372
0,240,7,,0.0,20.118577,39.941372
0,240,8,,0.0,20.118577,39.941372
0,240,9,,0.0,20.118577,39.941372
0,250,5,,0.49554,20.099108,39.950907
0,250,6,,100.0,20.099108,39.950907
0,250,7,,0.0,20.099108,39.950907
0,250,8,,0.0,20.099108,39.950907
0,250,9,,0.0,20.099108,39.950907
0,260,5,,0.298805,20.059761,39.970287
0,260,6,,100.0,20.059761,39.970287
0,260,7,,0.0,20.059761,39.970287
0,260,8,,0.0,20.059761,39.970287
0,260,9,,0.0,20.059761,39.970287
0,270,5,,0.397614,20.079523,39.960535
0,270,6,,100.0,20.079523,39.960535
0,270,7,,0.0,20.079523,39.960535
0,270,8,,0.0,20.079523,39.960535
0,270,9,,0.0,20.079523,39.960535
0,280,5,,0.594059,20.118812,39.941257
0,280,6,,100.0,20.118812,39.941257
0,280,7,,0.0,20.118812,39.941257
0,280,8,,0.0,20.118812,39.941257
0,280,9,,0.0,20.118812,39.941257
0,290,5,,0.49505,20.09901,39.950955
0,290,6,,100.0,20.09901,39.950955
0,290,7,,0.0,20.09901,39.950955
0,290,8,,0.0,20.09901,39.950955
0,290,9,,0.0,20.09901,39.950955
0,300,5,,0.496524,20.099305,39.95081
0,300,6,,100.0,20.099305,39.95081
0,300,7,,0.0,20.099305,39.95081
0,300,8,,0.0,20.099305,39.95081
0,300,9,,0.0,20.099305,39.95081
0,310,5,,0.496032,20.099206,39.950859
0,310,6,,100.0,20.099206,39.950859
0,310,7,,0.0,20.099206,39.950859
0,310,8,,0.0,20.099206,39.950859
0,310,9,,0.0,20.099206,39.950859
0,320,5,,0.492126,20.098425,39.951242
0,320,6,,100.0,20.098425,39.951242
0,320,7,,0.0,20.098425,39.951242
0,320,8,,0.0,20.098425,39.951242
0,320,9,,0.0,20.098425,39.951242
0,330,5,,0.596421,20.119284,39.941026
0,330,6,,100.0,20.119284,39.941026
0,330,7,,0.0,20.119284,39.941026
0,330,8,,0.0,20.119284,39.941026
0,330,9,,0.0,20.119284,39.941026
0,340,5,,0.596421,20.119284,39.941026
0,340,6,,100.0,20.119284,39.941026
0,340,7,,0.0,20.119284,39.941026
0,340,8,,0.0,20.119284,39.941026
0,340,9,,0.0,20.119284,39.941026
0,350,5,,0.496524,20.099305,39.95081
